"","pitch_type","game_date","release_speed","release_pos_x","release_pos_z","player_name","batter","pitcher","events","description","spin_dir","spin_rate_deprecated","break_angle_deprecated","break_length_deprecated","zone","des","game_type","stand","p_throws","home_team","away_team","type","hit_location","bb_type","balls","strikes","game_year","pfx_x","pfx_z","plate_x","plate_z","on_3b","on_2b","on_1b","outs_when_up","inning","inning_topbot","hc_x","hc_y","tfs_deprecated","tfs_zulu_deprecated","umpire","sv_id","vx0","vy0","vz0","ax","ay","az","sz_top","sz_bot","hit_distance_sc","launch_speed","launch_angle","effective_speed","release_spin_rate","release_extension","game_pk","fielder_2","fielder_3","fielder_4","fielder_5","fielder_6","fielder_7","fielder_8","fielder_9","release_pos_y","estimated_ba_using_speedangle","estimated_woba_using_speedangle","woba_value","woba_denom","babip_value","iso_value","launch_speed_angle","at_bat_number","pitch_number","pitch_name","home_score","away_score","bat_score","fld_score","post_away_score","post_home_score","post_bat_score","post_fld_score","if_fielding_alignment","of_fielding_alignment","spin_axis","delta_home_win_exp","delta_run_exp","bat_speed","swing_length","estimated_slg_using_speedangle","delta_pitcher_run_exp","hyper_speed","home_score_diff","bat_score_diff","home_win_exp","bat_win_exp","age_pit_legacy","age_bat_legacy","age_pit","age_bat","n_thruorder_pitcher","n_priorpa_thisgame_player_at_bat","pitcher_days_since_prev_game","batter_days_since_prev_game","pitcher_days_until_next_game","batter_days_until_next_game","api_break_z_with_gravity","api_break_x_arm","api_break_x_batter_in","arm_angle"
"366","SI",2024-09-17,95.1,-2.14,4.99,"Wheeler, Zack",687401,554430,"","foul",NA,NA,NA,NA,13,"Joey Ortiz grounds out, shortstop Trea Turner to first baseman Bryce Harper.","R","R","R","MIL","PHI","S",NA,"",1,1,2024,-1.55,0.5,-1.21,1.84,NA,NA,NA,1,3,"Bot",NA,NA,NA,NA,NA,NA,6.03100430525613,-138.404332350177,-3.78619361406395,-21.2381334451992,31.746460432992,-25.1056940423202,3.32,1.52,4,84.2,-24,96.8,2256,7.3,745935,592663,547180,681082,624641,607208,669016,670276,592206,53.18,NA,NA,NA,NA,NA,NA,NA,22,3,"Sinker",0,1,0,1,1,0,0,1,"Standard","Standard",234,0,-0.039,72.9,7.6,NA,0.039,88,-1,-1,0.403,0.403,34,25,34,26,1,0,6,1,5,1,2.03,1.55,1.55,23
"367","FF",2024-09-17,95.1,-2.16,5.15,"Wheeler, Zack",687401,554430,"","foul",NA,NA,NA,NA,2,"Joey Ortiz grounds out, shortstop Trea Turner to first baseman Bryce Harper.","R","R","R","MIL","PHI","S",NA,"",1,0,2024,-0.69,0.98,-0.11,2.76,NA,NA,NA,1,3,"Bot",NA,NA,NA,NA,NA,NA,7.05377715855682,-138.435968296268,-2.89507606965589,-10.3603903185237,29.0732160594083,-19.0273539262873,3.32,1.52,238,78,45,97,2495,7.2,745935,592663,547180,681082,624641,607208,669016,670276,592206,53.28,NA,NA,NA,NA,NA,NA,NA,22,2,"4-Seam Fastball",0,1,0,1,1,0,0,1,"Standard","Standard",222,0,-0.032,68.9,7,NA,0.032,88,-1,-1,0.403,0.403,34,25,34,26,1,0,6,1,5,1,1.52,0.69,0.69,26.1
"368","SI",2024-09-17,95.2,-2.07,5.06,"Wheeler, Zack",687401,554430,"","ball",NA,NA,NA,NA,11,"Joey Ortiz grounds out, shortstop Trea Turner to first baseman Bryce Harper.","R","R","R","MIL","PHI","B",NA,"",0,0,2024,-1.44,0.55,-1.36,2.55,NA,NA,NA,1,3,"Bot",NA,NA,NA,NA,NA,NA,5.21367987238561,-138.560641161377,-2.19754991930954,-19.6584478712449,31.8617870424631,-24.8562900935511,3.26,1.51,NA,NA,NA,97.2,2364,7.5,745935,592663,547180,681082,624641,607208,669016,670276,592206,53.03,NA,NA,NA,NA,NA,NA,NA,22,1,"Sinker",0,1,0,1,1,0,0,1,"Standard","Standard",227,0,0.025,NA,NA,NA,-0.025,NA,-1,-1,0.403,0.403,34,25,34,26,1,0,6,1,5,1,1.97,1.44,1.44,24.7
"369","FC",2024-09-17,90.8,-2.18,5.08,"Wheeler, Zack",686217,554430,"strikeout","called_strike",NA,NA,NA,NA,8,"Sal Frelick called out on strikes.","R","L","R","MIL","PHI","S",2,"",1,2,2024,0.13,0.67,0.07,1.71,NA,NA,NA,0,3,"Bot",NA,NA,NA,NA,NA,NA,5.4554323891159,-132.259534318368,-4.08772366111318,0.464097207339574,25.6606480986824,-23.5941761756617,3.03,1.44,NA,NA,NA,93,2578,7.3,745935,592663,547180,681082,624641,607208,669016,670276,592206,53.18,NA,0,0,1,0,0,NA,21,4,"Cutter",0,1,0,1,1,0,0,1,"Standard","Standard",201,-0.027,-0.167,NA,NA,NA,0.167,NA,-1,-1,0.43,0.43,34,24,34,24,1,0,6,1,5,1,2.06,-0.13,0.13,25.3
"370","FF",2024-09-17,95.3,-2.07,5.13,"Wheeler, Zack",686217,554430,"","swinging_strike",NA,NA,NA,NA,12,"Sal Frelick called out on strikes.","R","L","R","MIL","PHI","S",NA,"",1,1,2024,-0.74,1.34,0.24,3.38,NA,NA,NA,0,3,"Bot",NA,NA,NA,NA,NA,NA,7.89197689135499,-138.559350219955,-1.96777504796762,-11.2904259710084,31.8664114782637,-14.737309840397,3.03,1.44,NA,NA,NA,97.2,2486,7.5,745935,592663,547180,681082,624641,607208,669016,670276,592206,53.05,NA,NA,NA,NA,NA,NA,NA,21,3,"4-Seam Fastball",0,1,0,1,1,0,0,1,"Standard","Standard",227,0,-0.051,66.1,6.1,NA,0.051,NA,-1,-1,0.43,0.43,34,24,34,24,1,0,6,1,5,1,1.18,0.74,-0.74,26.2
"371","FF",2024-09-17,94.3,-2.03,5.18,"Wheeler, Zack",686217,554430,"","called_strike",NA,NA,NA,NA,2,"Sal Frelick called out on strikes.","R","L","R","MIL","PHI","S",NA,"",1,0,2024,-0.7,1.34,0.06,2.86,NA,NA,NA,0,3,"Bot",NA,NA,NA,NA,NA,NA,7.17171110173886,-137.163783433317,-3.35240889556007,-10.4837511035557,31.5561979796468,-14.7592718680525,2.94,1.37,NA,NA,NA,96.4,2444,7.6,745935,592663,547180,681082,624641,607208,669016,670276,592206,52.88,NA,NA,NA,NA,NA,NA,NA,21,2,"4-Seam Fastball",0,1,0,1,1,0,0,1,"Standard","Standard",225,0,-0.044,NA,NA,NA,0.044,NA,-1,-1,0.43,0.43,34,24,34,24,1,0,6,1,5,1,1.24,0.7,-0.7,28.9
"372","FF",2024-09-17,95,-2.01,5.23,"Wheeler, Zack",686217,554430,"","ball",NA,NA,NA,NA,11,"Sal Frelick called out on strikes.","R","L","R","MIL","PHI","B",NA,"",0,0,2024,-0.92,1.29,-1.18,2.21,NA,NA,NA,0,3,"Bot",NA,NA,NA,NA,NA,NA,4.28686181588039,-138.159494412195,-5.20628229442099,-12.7062486909678,32.7823897171389,-14.7035803347274,2.93,1.4,NA,NA,NA,96.3,2446,7.2,745935,592663,547180,681082,624641,607208,669016,670276,592206,53.31,NA,NA,NA,NA,NA,NA,NA,21,1,"4-Seam Fastball",0,1,0,1,1,0,0,1,"Standard","Standard",226,0,0.034,NA,NA,NA,-0.034,NA,-1,-1,0.43,0.43,34,24,34,24,1,0,6,1,5,1,1.25,0.92,-0.92,27
"373","ST",2024-09-17,86.6,-2.14,4.88,"Wheeler, Zack",656555,554430,"strikeout","swinging_strike",NA,NA,NA,NA,14,"Rhys Hoskins strikes out swinging.","R","R","R","MIL","PHI","S",2,"",1,2,2024,1.04,0.32,1.94,2.49,NA,669003,NA,2,2,"Bot",NA,NA,NA,NA,NA,NA,7.71708552823784,-125.965194093456,-0.113652242987816,9.35808382799819,26.8808411404693,-28.9709624480628,3.51,1.61,NA,NA,NA,87.7,2639,7.1,745935,592663,547180,681082,624641,607208,669016,670276,592206,53.35,NA,0,0,1,0,0,NA,16,4,"Sweeper",0,1,0,1,1,0,0,1,"Standard","Standard",56,-0.036,-0.236,56,8.7,NA,0.236,NA,-1,-1,0.419,0.419,34,31,34,31,1,0,6,1,5,1,2.73,-1.04,-1.04,24.1
"374","ST",2024-09-17,86.4,-2.24,4.91,"Wheeler, Zack",656555,554430,"","ball",NA,NA,NA,NA,14,"Rhys Hoskins strikes out swinging.","R","R","R","MIL","PHI","B",NA,"",0,2,2024,1.24,0.21,2.68,2.44,NA,669003,NA,2,2,"Bot",NA,NA,NA,NA,NA,NA,9.31435404930623,-125.486526757803,-0.0223347059702143,10.9780635292625,27.2045266674834,-30.1857669401927,3.45,1.56,NA,NA,NA,87.4,2596,7.2,745935,592663,547180,681082,624641,607208,669016,670276,592206,53.34,NA,NA,NA,NA,NA,NA,NA,16,3,"Sweeper",0,1,0,1,1,0,0,1,"Standard","Standard",69,0,0.02,NA,NA,NA,-0.02,NA,-1,-1,0.419,0.419,34,31,34,31,1,0,6,1,5,1,2.87,-1.24,-1.24,22.5
"375","FF",2024-09-17,96.8,-2.09,5.07,"Wheeler, Zack",656555,554430,"","foul",NA,NA,NA,NA,9,"Rhys Hoskins strikes out swinging.","R","R","R","MIL","PHI","S",NA,"",0,1,2024,-0.91,1.26,0.44,2.13,NA,669003,NA,2,2,"Bot",NA,NA,NA,NA,NA,NA,8.96363557497468,-140.628971951858,-5.24336612330541,-14.0709735718339,32.4034198415227,-14.4511088442807,3.51,1.61,249,76.6,33,98.5,2442,7.3,745935,592663,547180,681082,624641,607208,669016,670276,592206,53.15,NA,NA,NA,NA,NA,NA,NA,16,2,"4-Seam Fastball",0,1,0,1,1,0,0,1,"Standard","Standard",228,0,-0.074,69.7,8,NA,0.074,88,-1,-1,0.419,0.419,34,31,34,31,1,0,6,1,5,1,1.19,0.91,0.91,24.7
"376","FF",2024-09-17,96.7,-2.06,5.05,"Wheeler, Zack",656555,554430,"","called_strike",NA,NA,NA,NA,2,"Rhys Hoskins strikes out swinging.","R","R","R","MIL","PHI","S",NA,"",0,0,2024,-0.8,1.24,0.13,3.25,NA,669003,NA,2,2,"Bot",NA,NA,NA,NA,NA,NA,7.83951620447614,-140.611343969415,-2.11434614096654,-12.351406331936,31.2531747525824,-15.3639523106567,3.49,1.59,NA,NA,NA,98.8,2483,7.5,745935,592663,547180,681082,624641,607208,669016,670276,592206,53.02,NA,NA,NA,NA,NA,NA,NA,16,1,"4-Seam Fastball",0,1,0,1,1,0,0,1,"Standard","Standard",222,0,-0.045,NA,NA,NA,0.045,NA,-1,-1,0.419,0.419,34,31,34,31,1,0,6,1,5,1,1.19,0.8,0.8,26.4
"377","FF",2024-09-17,95.9,-2.13,5.13,"Wheeler, Zack",641343,554430,"field_out","hit_into_play",NA,NA,NA,NA,8,"Jake Bauers flies out to center fielder Cal Stevenson.","R","L","R","MIL","PHI","X",8,"fly_ball",3,2,2024,-0.7,1.32,-0.17,2.18,NA,669003,NA,1,2,"Bot",95.93,66.97,NA,NA,NA,NA,6.92066133622783,-139.455729724682,-5.29789627426212,-10.6572526038712,30.4905964659774,-13.9700892661378,3.56,1.7,338,92.1,23,98.1,2477,7.5,745935,592663,547180,681082,624641,607208,669016,670276,592206,53,0.16,0.198,0,1,0,0,3,15,6,"4-Seam Fastball",0,1,0,1,1,0,0,1,"Standard","Standard",230,-0.039,-0.339,74.5,7.3,0.315,0.339,92.1,-1,-1,0.458,0.458,34,28,34,29,1,0,6,2,5,1,1.16,0.7,-0.7,24.7
"378","CU",2024-09-17,82.2,-2.23,5.1,"Wheeler, Zack",641343,554430,"","ball",NA,NA,NA,NA,14,"Jake Bauers flies out to center fielder Cal Stevenson.","R","L","R","MIL","PHI","B",NA,"",2,2,2024,0.84,-0.55,0.21,1.16,NA,669003,NA,1,2,"Bot",NA,NA,NA,NA,NA,NA,3.96313026037457,-119.652962779926,-1.33704490821586,7.33611235589002,22.6854598952179,-37.4513094314533,3.56,1.57,NA,NA,NA,83.5,2757,7.1,745935,592663,547180,681082,624641,607208,669016,670276,592206,53.41,NA,NA,NA,NA,NA,NA,NA,15,5,"Curveball",0,1,0,1,1,0,0,1,"Standard","Standard",64,0,0.091,NA,NA,NA,-0.091,NA,-1,-1,0.458,0.458,34,28,34,29,1,0,6,2,5,1,3.92,-0.84,0.84,26
"379","FF",2024-09-17,96,-2.03,5.11,"Wheeler, Zack",641343,554430,"","called_strike",NA,NA,NA,NA,13,"Jake Bauers flies out to center fielder Cal Stevenson.","R","L","R","MIL","PHI","S",NA,"",2,1,2024,-0.7,1.19,-1.05,2.29,NA,669003,NA,1,2,"Bot",NA,NA,NA,NA,NA,NA,4.2573360149938,-139.810056665533,-4.68260063155726,-10.1242477854503,30.2968887422505,-15.6731897429805,3.42,1.61,NA,NA,NA,98.3,2486,7.4,745935,592663,547180,681082,624641,607208,669016,670276,592206,53.07,NA,NA,NA,NA,NA,NA,NA,15,4,"4-Seam Fastball",0,1,0,1,1,0,0,1,"Standard","Standard",226,0,-0.1,NA,NA,NA,0.1,NA,-1,-1,0.458,0.458,34,28,34,29,1,0,6,2,5,1,1.27,0.7,-0.7,27.8
"380","FC",2024-09-17,93.4,-2.13,4.98,"Wheeler, Zack",641343,554430,"","called_strike",NA,NA,NA,NA,5,"Jake Bauers flies out to center fielder Cal Stevenson.","R","L","R","MIL","PHI","S",NA,"",2,0,2024,-0.26,0.87,0.07,2.49,NA,669003,NA,1,2,"Bot",NA,NA,NA,NA,NA,NA,6.37344592806539,-135.974836868641,-2.66723355389761,-4.48178886176742,26.978740497817,-20.9551780295364,3.52,1.65,NA,NA,NA,95.5,2507,7.2,745935,592663,547180,681082,624641,607208,669016,670276,592206,53.26,NA,NA,NA,NA,NA,NA,NA,15,3,"Cutter",0,1,0,1,1,0,0,1,"Standard","Standard",216,0,-0.057,NA,NA,NA,0.057,NA,-1,-1,0.458,0.458,34,28,34,29,1,0,6,2,5,1,1.72,0.26,-0.26,23.6
"381","FF",2024-09-17,95.3,-2.18,5.09,"Wheeler, Zack",641343,554430,"","ball",NA,NA,NA,NA,11,"Jake Bauers flies out to center fielder Cal Stevenson.","R","L","R","MIL","PHI","B",NA,"",1,0,2024,-0.61,1.31,-1.04,3.24,NA,NA,669003,1,2,"Bot",NA,NA,NA,NA,NA,NA,4.45930380579384,-138.679185962877,-2.18716800403187,-8.84128230675088,31.607152983006,-14.9453645542242,3.46,1.57,NA,NA,NA,97.2,2374,7.4,745935,592663,547180,681082,624641,607208,669016,670276,592206,53.09,NA,NA,NA,NA,NA,NA,NA,15,2,"4-Seam Fastball",0,1,0,1,1,0,0,1,"Standard","Standard",224,0.018,0.066,NA,NA,NA,-0.066,NA,-1,-1,0.44,0.44,34,28,34,29,1,0,6,2,5,1,1.2,0.61,-0.61,24.6
"382","CU",2024-09-17,83.6,-2.25,5.13,"Wheeler, Zack",641343,554430,"","blocked_ball",NA,NA,NA,NA,14,"Jake Bauers flies out to center fielder Cal Stevenson.","R","L","R","MIL","PHI","B",NA,"",0,0,2024,0.44,-0.75,0.92,-0.01,NA,NA,669003,1,2,"Bot",NA,NA,NA,NA,NA,NA,6.50978279755667,-121.735898927513,-4.02794196949315,3.25634504668473,22.2032068343403,-39.1468744569471,3.46,1.7,NA,NA,NA,85,2719,7,745935,592663,547180,681082,624641,607208,669016,670276,592206,53.5,NA,NA,NA,NA,NA,NA,NA,15,1,"Curveball",0,1,0,1,1,0,0,1,"Standard","Standard",60,0,0.043,NA,NA,NA,-0.043,NA,-1,-1,0.44,0.44,34,28,34,29,1,0,6,2,5,1,3.99,-0.44,0.44,23.3
"383","FF",2024-09-17,95.9,-2.11,5.03,"Wheeler, Zack",642715,554430,"strikeout","swinging_strike",NA,NA,NA,NA,2,"Willy Adames strikes out swinging.","R","R","R","MIL","PHI","S",2,"",0,2,2024,-0.74,1.24,0,3.4,NA,NA,669003,0,2,"Bot",NA,NA,NA,NA,NA,NA,7.43411239395734,-139.528472710391,-1.58115184161788,-11.3750720869237,30.8582010895346,-15.7402280077909,3.44,1.7,NA,NA,NA,98.1,2456,7.5,745935,592663,547180,681082,624641,607208,669016,670276,592206,53.01,NA,0,0,1,0,0,NA,14,3,"4-Seam Fastball",0,1,0,1,1,0,0,1,"Standard","Standard",231,-0.038,-0.225,69.3,7,NA,0.225,NA,-1,-1,0.478,0.478,34,28,34,29,1,0,6,1,5,1,1.23,0.74,0.74,24.4
"384","SI",2024-09-17,94.7,-2.16,4.99,"Wheeler, Zack",642715,554430,"","foul_tip",NA,NA,NA,NA,5,"Willy Adames strikes out swinging.","R","R","R","MIL","PHI","S",NA,"",0,1,2024,-1.44,0.52,-0.16,2.35,NA,NA,669003,0,2,"Bot",NA,NA,NA,NA,NA,NA,8.62590345383121,-137.626370952465,-2.42265748611605,-20.2495356803369,30.6070838838634,-25.1910137109942,3.44,1.7,NA,NA,NA,96.5,2231,7.4,745935,592663,547180,681082,624641,607208,669016,670276,592206,53.13,NA,NA,NA,NA,NA,NA,NA,14,2,"Sinker",0,1,0,1,1,0,0,1,"Standard","Standard",230,0,-0.073,75.5,7.7,NA,0.073,NA,-1,-1,0.478,0.478,34,28,34,29,1,0,6,1,5,1,2.03,1.44,1.44,23.9
"385","FF",2024-09-17,96.1,-2.14,5.09,"Wheeler, Zack",642715,554430,"","called_strike",NA,NA,NA,NA,6,"Willy Adames strikes out swinging.","R","R","R","MIL","PHI","S",NA,"",0,0,2024,-0.63,1.41,0.29,2.45,NA,NA,669003,0,2,"Bot",NA,NA,NA,NA,NA,NA,8.0285362265412,-139.700447704809,-4.69576567056067,-9.9833075961734,31.1242296451703,-12.8110630348769,3.39,1.66,NA,NA,NA,98.1,2457,7.5,745935,592663,547180,681082,624641,607208,669016,670276,592206,53.05,NA,NA,NA,NA,NA,NA,NA,14,1,"4-Seam Fastball",0,1,0,1,1,0,0,1,"Standard","Standard",225,0,-0.063,NA,NA,NA,0.063,NA,-1,-1,0.478,0.478,34,28,34,29,1,0,6,1,5,1,1.06,0.63,0.63,26.7
"386","SI",2024-09-17,96.5,-2.06,5.05,"Wheeler, Zack",669003,554430,"single","hit_into_play",NA,NA,NA,NA,7,"Garrett Mitchell singles on a ground ball to center fielder Cal Stevenson.","R","L","R","MIL","PHI","X",8,"ground_ball",3,2,2024,-1.44,0.54,-0.49,1.88,NA,NA,NA,0,2,"Bot",130.96,99.52,NA,NA,NA,NA,7.59288708493232,-140.336684694395,-4.17525345918431,-20.7762649067196,31.3302438799829,-24.265965725979,3.49,1.62,6,97.5,-18,98.3,2342,7.3,745935,592663,547180,681082,624641,607208,669016,670276,592206,53.18,0.157,0.182,0.9,1,1,0,2,13,7,"Sinker",0,1,0,1,1,0,0,1,"Strategic","Standard",229,0.041,0.331,76.6,7.3,0.167,-0.331,97.5,-1,-1,0.437,0.437,34,25,34,26,1,0,6,2,5,1,1.91,1.44,-1.44,24.7
"387","FF",2024-09-17,95.6,-2.1,5.04,"Wheeler, Zack",669003,554430,"","foul",NA,NA,NA,NA,8,"Garrett Mitchell singles on a ground ball to center fielder Cal Stevenson.","R","L","R","MIL","PHI","S",NA,"",3,2,2024,-0.69,1.37,-0.01,2.17,NA,NA,NA,0,2,"Bot",NA,NA,NA,NA,NA,NA,7.20253787128699,-139.073387031005,-5.17869191791978,-10.4389896629003,28.7087403111671,-13.4067330148412,3.49,1.62,214,79,54,98,2390,7.5,745935,592663,547180,681082,624641,607208,669016,670276,592206,53,NA,NA,NA,NA,NA,NA,NA,13,6,"4-Seam Fastball",0,1,0,1,1,0,0,1,"Standard","Standard",231,0,0,77.4,7.2,NA,0,88,-1,-1,0.437,0.437,34,25,34,26,1,0,6,2,5,1,1.11,0.69,-0.69,25.1
"388","FF",2024-09-17,95.8,-2.18,5.13,"Wheeler, Zack",669003,554430,"","called_strike",NA,NA,NA,NA,11,"Garrett Mitchell singles on a ground ball to center fielder Cal Stevenson.","R","L","R","MIL","PHI","S",NA,"",3,1,2024,-0.58,1.22,-1.11,3.05,NA,NA,NA,0,2,"Bot",NA,NA,NA,NA,NA,NA,4.21002935465639,-139.560398699174,-2.72638280554184,-8.48140677961698,30.2436705632507,-15.7772053026435,3.49,1.63,NA,NA,NA,98,2438,7.4,745935,592663,547180,681082,624641,607208,669016,670276,592206,53.12,NA,NA,NA,NA,NA,NA,NA,13,5,"4-Seam Fastball",0,1,0,1,1,0,0,1,"Standard","Standard",225,0,-0.076,NA,NA,NA,0.076,NA,-1,-1,0.437,0.437,34,25,34,26,1,0,6,2,5,1,1.25,0.58,-0.58,25.7
"389","FF",2024-09-17,96.1,-2.16,5.18,"Wheeler, Zack",669003,554430,"","ball",NA,NA,NA,NA,11,"Garrett Mitchell singles on a ground ball to center fielder Cal Stevenson.","R","L","R","MIL","PHI","B",NA,"",2,1,2024,-0.68,1.39,-1.02,3.44,NA,NA,NA,0,2,"Bot",NA,NA,NA,NA,NA,NA,4.63338929556626,-139.901783869145,-2.23142206731928,-9.95298448851987,31.1942239554515,-13.585416703106,3.59,1.64,NA,NA,NA,97.9,2476,7.2,745935,592663,547180,681082,624641,607208,669016,670276,592206,53.25,NA,NA,NA,NA,NA,NA,NA,13,4,"4-Seam Fastball",0,1,0,1,1,0,0,1,"Standard","Standard",233,0,0.11,NA,NA,NA,-0.11,NA,-1,-1,0.437,0.437,34,25,34,26,1,0,6,2,5,1,1.07,0.68,-0.68,24.3
"390","FF",2024-09-17,94.8,-2.13,5.17,"Wheeler, Zack",669003,554430,"","ball",NA,NA,NA,NA,11,"Garrett Mitchell singles on a ground ball to center fielder Cal Stevenson.","R","L","R","MIL","PHI","B",NA,"",1,1,2024,-0.7,1.27,-0.97,3.91,NA,NA,NA,0,2,"Bot",NA,NA,NA,NA,NA,NA,4.68289740464971,-138.109205310307,-0.508955175798151,-10.0039140472185,29.7790020378519,-15.9416313060937,3.58,1.66,NA,NA,NA,96.9,2419,7.3,745935,592663,547180,681082,624641,607208,669016,670276,592206,53.17,NA,NA,NA,NA,NA,NA,NA,13,3,"4-Seam Fastball",0,1,0,1,1,0,0,1,"Standard","Standard",230,0,0.048,NA,NA,NA,-0.048,NA,-1,-1,0.437,0.437,34,25,34,26,1,0,6,2,5,1,1.25,0.7,-0.7,26
"391","FF",2024-09-17,95.2,-2.05,5.23,"Wheeler, Zack",669003,554430,"","foul",NA,NA,NA,NA,5,"Garrett Mitchell singles on a ground ball to center fielder Cal Stevenson.","R","L","R","MIL","PHI","S",NA,"",1,0,2024,-0.7,1.22,0.12,2.36,NA,NA,NA,0,2,"Bot",NA,NA,NA,NA,NA,NA,7.4417977219782,-138.490580226025,-4.7332948643767,-10.6309252737931,30.7299858483153,-15.5662308601674,3.49,1.62,232,75.3,38,97.2,2404,7.4,745935,592663,547180,681082,624641,607208,669016,670276,592206,53.06,NA,NA,NA,NA,NA,NA,NA,13,2,"4-Seam Fastball",0,1,0,1,1,0,0,1,"Standard","Standard",227,0,-0.044,71.8,6.5,NA,0.044,88,-1,-1,0.437,0.437,34,25,34,26,1,0,6,2,5,1,1.29,0.7,-0.7,26.5
"392","FF",2024-09-17,94.9,-2.21,5.16,"Wheeler, Zack",669003,554430,"","ball",NA,NA,NA,NA,11,"Garrett Mitchell singles on a ground ball to center fielder Cal Stevenson.","R","L","R","MIL","PHI","B",NA,"",0,0,2024,-0.87,1.25,-1.18,2.64,NA,NA,NA,0,2,"Bot",NA,NA,NA,NA,NA,NA,4.75157663465927,-138.03615505555,-3.74852740408457,-12.2124562076734,31.7896623216346,-15.636814945187,3.06,1.49,NA,NA,NA,96.5,2416,7.3,745935,592663,547180,681082,624641,607208,669016,670276,592206,53.18,NA,NA,NA,NA,NA,NA,NA,13,1,"4-Seam Fastball",0,1,0,1,1,0,0,1,"Standard","Standard",230,0,0.034,NA,NA,NA,-0.034,NA,-1,-1,0.437,0.437,34,25,34,26,1,0,6,2,5,1,1.29,0.87,-0.87,24
"393","FF",2024-09-17,96.7,-2.12,5.1,"Wheeler, Zack",661388,554430,"field_out","hit_into_play",NA,NA,NA,NA,8,"William Contreras grounds out, second baseman Bryson Stott to first baseman Bryce Harper.","R","R","R","MIL","PHI","X",4,"ground_ball",0,0,2024,-0.69,1.12,0.03,2.22,NA,NA,NA,2,1,"Bot",140.1,146.83,NA,NA,NA,NA,7.47871475646218,-140.712528552574,-4.80561468803866,-10.8508027599202,29.4243998481066,-16.3973742635808,3.49,1.68,6,107.9,-20,99.1,2511,7.5,745935,592663,547180,681082,624641,607208,669016,670276,592206,53.03,0.131,0.137,0,1,0,0,2,6,1,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Standard",229,-0.01,-0.099,74.8,6.8,0.131,0.099,107.9,0,0,0.51,0.51,34,26,34,27,1,0,6,1,5,1,1.3,0.69,0.69,22.4
"394","SI",2024-09-17,95.9,-2.2,5.07,"Wheeler, Zack",694192,554430,"strikeout","called_strike",NA,NA,NA,NA,9,"Jackson Chourio called out on strikes.","R","R","R","MIL","PHI","S",2,"",1,2,2024,-1.46,0.55,0.28,1.75,NA,NA,NA,1,1,"Bot",NA,NA,NA,NA,NA,NA,10.0586751703419,-139.234606651684,-4.44726160433626,-21.238966522556,31.0097664701282,-24.2262506993674,3.2,1.48,NA,NA,NA,97.7,2293,7.4,745935,592663,547180,681082,624641,607208,669016,670276,592206,53.08,NA,0,0,1,0,0,NA,5,4,"Sinker",0,0,0,0,0,0,0,0,"Standard","Standard",228,-0.016,-0.115,NA,NA,NA,0.115,NA,0,0,0.526,0.526,34,20,34,20,1,0,6,1,5,1,1.94,1.46,1.46,25.3
"395","FF",2024-09-17,96.4,-2.18,5.04,"Wheeler, Zack",694192,554430,"","ball",NA,NA,NA,NA,12,"Jackson Chourio called out on strikes.","R","R","R","MIL","PHI","B",NA,"",0,2,2024,-0.75,1.22,0.98,2.98,NA,NA,NA,1,1,"Bot",NA,NA,NA,NA,NA,NA,10.33027189268,-140.095035154082,-2.73620170919382,-12.102012143938,29.7391808154107,-15.5778439920788,3.2,1.43,NA,NA,NA,98.7,2522,7.5,745935,592663,547180,681082,624641,607208,669016,670276,592206,52.99,NA,NA,NA,NA,NA,NA,NA,5,3,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Standard",229,0,0.013,NA,NA,NA,-0.013,NA,0,0,0.526,0.526,34,20,34,20,1,0,6,1,5,1,1.22,0.75,0.75,26.1
"396","FF",2024-09-17,96.1,-2.05,5.26,"Wheeler, Zack",694192,554430,"","called_strike",NA,NA,NA,NA,2,"Jackson Chourio called out on strikes.","R","R","R","MIL","PHI","S",NA,"",0,1,2024,-0.74,1.28,0.14,3.08,NA,NA,NA,1,1,"Bot",NA,NA,NA,NA,NA,NA,7.63854481467138,-139.784763896236,-3.14472396223814,-11.3708607186433,29.6713763709093,-14.7989992278393,3.27,1.4,NA,NA,NA,98,2492,7.3,745935,592663,547180,681082,624641,607208,669016,670276,592206,53.22,NA,NA,NA,NA,NA,NA,NA,5,2,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Standard",229,0,-0.036,NA,NA,NA,0.036,NA,0,0,0.526,0.526,34,20,34,20,1,0,6,1,5,1,1.18,0.74,0.74,27.9
"397","FF",2024-09-17,95.5,-2.11,5.19,"Wheeler, Zack",694192,554430,"","swinging_strike",NA,NA,NA,NA,11,"Jackson Chourio called out on strikes.","R","R","R","MIL","PHI","S",NA,"",0,0,2024,-0.67,1.23,-0.95,3.3,NA,NA,NA,1,1,"Bot",NA,NA,NA,NA,NA,NA,4.66500029307996,-139.052549226451,-2.1790155517735,-9.75989846229474,29.474274041896,-15.8582097769374,3.37,1.6,NA,NA,NA,97.7,2468,7.4,745935,592663,547180,681082,624641,607208,669016,670276,592206,53.13,NA,NA,NA,NA,NA,NA,NA,5,1,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Standard",223,0,-0.023,67.5,5.7,NA,0.023,NA,0,0,0.526,0.526,34,20,34,20,1,0,6,1,5,1,1.25,0.67,0.67,25.6
