"","pitch_type","game_date","release_speed","release_pos_x","release_pos_z","player_name","batter","pitcher","events","description","spin_dir","spin_rate_deprecated","break_angle_deprecated","break_length_deprecated","zone","des","game_type","stand","p_throws","home_team","away_team","type","hit_location","bb_type","balls","strikes","game_year","pfx_x","pfx_z","plate_x","plate_z","on_3b","on_2b","on_1b","outs_when_up","inning","inning_topbot","hc_x","hc_y","tfs_deprecated","tfs_zulu_deprecated","umpire","sv_id","vx0","vy0","vz0","ax","ay","az","sz_top","sz_bot","hit_distance_sc","launch_speed","launch_angle","effective_speed","release_spin_rate","release_extension","game_pk","fielder_2","fielder_3","fielder_4","fielder_5","fielder_6","fielder_7","fielder_8","fielder_9","release_pos_y","estimated_ba_using_speedangle","estimated_woba_using_speedangle","woba_value","woba_denom","babip_value","iso_value","launch_speed_angle","at_bat_number","pitch_number","pitch_name","home_score","away_score","bat_score","fld_score","post_away_score","post_home_score","post_bat_score","post_fld_score","if_fielding_alignment","of_fielding_alignment","spin_axis","delta_home_win_exp","delta_run_exp","bat_speed","swing_length","estimated_slg_using_speedangle","delta_pitcher_run_exp","hyper_speed","home_score_diff","bat_score_diff","home_win_exp","bat_win_exp","age_pit_legacy","age_bat_legacy","age_pit","age_bat","n_thruorder_pitcher","n_priorpa_thisgame_player_at_bat","pitcher_days_since_prev_game","batter_days_since_prev_game","pitcher_days_until_next_game","batter_days_until_next_game","api_break_z_with_gravity","api_break_x_arm","api_break_x_batter_in","arm_angle"
"1783","SI",2024-06-16,94.4,-2.02,4.98,"Wheeler, Zack",676059,554430,"","ball",NA,NA,NA,NA,11,"Umpire reviewed (home run), call on the field was upheld: Jordan Westburg homers (11) on a fly ball to right center field.    Ryan O'Hearn scores.    Anthony Santander scores.","R","R","R","BAL","PHI","B",NA,"",0,0,2024,-1.41,0.44,-1.61,2.7,NA,656811,623993,0,5,"Bot",NA,NA,NA,NA,NA,NA,4.27887277764392,-137.399738925807,-1.1545783222558,-18.801728876222,34.1194341736417,-26.6326011652148,3.48,1.56,NA,NA,NA,95.1,2245,7,747023,596117,547180,681082,664761,624641,621311,669016,592206,53.52,NA,NA,NA,NA,NA,NA,NA,47,1,"Sinker",5,2,5,2,2,5,5,2,"Standard","Standard",225,0,0.092,NA,NA,NA,-0.092,NA,3,3,0.923,0.923,34,25,34,25,3,2,5,1,6,2,2.14,1.41,1.41,21.7
"1784","SI",2024-06-16,95.1,-2,4.94,"Wheeler, Zack",623993,554430,"single","hit_into_play",NA,NA,NA,NA,1,"Anthony Santander singles on a ground ball to right fielder Nick Castellanos.   Ryan Mountcastle scores.    Ryan O'Hearn to 2nd.","R","L","R","BAL","PHI","X",9,"ground_ball",1,0,2024,-1.26,0.31,-0.7,3.08,NA,663624,656811,0,5,"Bot",185.19,123.18,NA,NA,NA,NA,6.36578690040457,-138.394352996936,0.127956520269167,-17.679788619622,32.7048262420237,-28.4933520263671,3.41,1.62,44,91.1,-1,96.5,2232,7.2,747023,596117,547180,681082,664761,624641,621311,669016,592206,53.28,0.303,0.278,0.9,1,1,0,2,46,2,"Sinker",4,2,4,2,2,5,5,2,"Standard","Standard",222,0.052,0.862,78,7.4,0.335,-0.862,91.1,2,2,0.871,0.871,34,29,34,30,3,2,5,1,6,2,2.22,1.26,-1.26,20.7
"1785","FC",2024-06-16,94.6,-2.14,5.05,"Wheeler, Zack",623993,554430,"","ball",NA,NA,NA,NA,11,"Anthony Santander singles on a ground ball to right fielder Nick Castellanos.   Ryan Mountcastle scores.    Ryan O'Hearn to 2nd.","R","L","R","BAL","PHI","B",NA,"",0,0,2024,-0.36,0.69,-0.24,3.81,NA,663624,656811,0,5,"Bot",NA,NA,NA,NA,NA,NA,5.86553671953902,-137.630753788167,0.94282189127967,-5.83416902306224,30.2700550794231,-23.8795805705437,3.41,1.59,NA,NA,NA,96.4,2332,7.3,747023,596117,547180,681082,664761,624641,621311,669016,592206,53.19,NA,NA,NA,NA,NA,NA,NA,46,1,"Cutter",4,2,4,2,2,4,4,2,"Standard","Standard",214,0,0.092,NA,NA,NA,-0.092,NA,2,2,0.871,0.871,34,29,34,30,3,2,5,1,6,2,1.86,0.36,-0.36,22.5
"1786","FF",2024-06-16,94.3,-2.07,5.07,"Wheeler, Zack",656811,554430,"walk","ball",NA,NA,NA,NA,12,"Ryan O'Hearn walks.   Ryan Mountcastle to 2nd.","R","L","R","BAL","PHI","B",NA,"",3,1,2024,-0.36,0.79,0.53,3.96,NA,NA,663624,0,5,"Bot",NA,NA,NA,NA,NA,NA,7.68644540751963,-137.170981195483,1.11339793524812,-6.19055215904379,30.4563655875121,-22.6573343106646,3.52,1.7,NA,NA,NA,96,2329,7.3,747023,596117,547180,681082,664761,624641,621311,669016,592206,53.21,NA,0.689131,0.7,1,0,0,NA,45,5,"4-Seam Fastball",4,2,4,2,2,4,4,2,"Standard","Standard",217,0.03,0.377,NA,NA,NA,-0.377,NA,2,2,0.841,0.841,34,30,34,31,3,2,5,1,6,3,1.77,0.36,-0.36,24
"1787","FF",2024-06-16,94,-1.96,5.13,"Wheeler, Zack",656811,554430,"","ball",NA,NA,NA,NA,11,"Ryan O'Hearn walks.   Ryan Mountcastle to 2nd.","R","L","R","BAL","PHI","B",NA,"",2,1,2024,-0.48,0.94,-0.84,4.22,NA,NA,663624,0,5,"Bot",NA,NA,NA,NA,NA,NA,4.02317027888733,-136.941617381138,1.26805544177902,-6.88142728310664,28.4325332177001,-20.8089275262792,3.52,1.73,NA,NA,NA,95.8,2340,7.1,747023,596117,547180,681082,664761,624641,621311,669016,592206,53.37,NA,NA,NA,NA,NA,NA,NA,45,4,"4-Seam Fastball",4,2,4,2,2,4,4,2,"Standard","Standard",214,0,0.163,NA,NA,NA,-0.163,NA,2,2,0.841,0.841,34,30,34,31,3,2,5,1,6,3,1.62,0.48,-0.48,24.6
"1788","FF",2024-06-16,94.1,-2.08,5.17,"Wheeler, Zack",656811,554430,"","foul",NA,NA,NA,NA,1,"Ryan O'Hearn walks.   Ryan Mountcastle to 2nd.","R","L","R","BAL","PHI","S",NA,"",2,0,2024,-0.66,1.37,-0.7,3.5,NA,NA,663624,0,5,"Bot",NA,NA,NA,NA,NA,NA,5.14472234211823,-136.871918438302,-1.59188529782815,-9.56592455504683,36.2177879894389,-15.0201038196836,3.52,1.68,235,79.5,46,94.8,2472,7.2,747023,596117,547180,681082,664761,624641,621311,669016,592206,53.35,NA,NA,NA,NA,NA,NA,NA,45,3,"4-Seam Fastball",4,2,4,2,2,4,4,2,"Standard","Standard",227,0,-0.111,67.1,5.8,NA,0.111,88,2,2,0.841,0.841,34,30,34,31,3,2,5,1,6,3,1.25,0.66,-0.66,26
"1789","FF",2024-06-16,94.1,-2.13,5.22,"Wheeler, Zack",656811,554430,"","ball",NA,NA,NA,NA,11,"Ryan O'Hearn walks.   Ryan Mountcastle to 2nd.","R","L","R","BAL","PHI","B",NA,"",1,0,2024,-0.56,1.2,-1.96,3.18,NA,NA,663624,0,5,"Bot",NA,NA,NA,NA,NA,NA,1.72754552015247,-137.003196189878,-2.21914472980288,-7.36432231102284,33.8082521437248,-16.8729894986163,3.52,1.73,NA,NA,NA,95.1,2499,7.1,747023,596117,547180,681082,664761,624641,621311,669016,592206,53.4,NA,NA,NA,NA,NA,NA,NA,45,2,"4-Seam Fastball",4,2,4,2,2,4,4,2,"Standard","Standard",227,0,0.102,NA,NA,NA,-0.102,NA,2,2,0.841,0.841,34,30,34,31,3,2,5,1,6,3,1.4,0.56,-0.56,27
"1790","CU",2024-06-16,81.9,-2.11,5.19,"Wheeler, Zack",656811,554430,"","ball",NA,NA,NA,NA,14,"Ryan O'Hearn walks.   Ryan Mountcastle to 2nd.","R","L","R","BAL","PHI","B",NA,"",0,0,2024,0.92,-0.76,0.04,1.3,NA,NA,663624,0,5,"Bot",NA,NA,NA,NA,NA,NA,3.11406052420204,-119.334780119434,-0.817663955922479,8.323927075058,21.4516265079706,-39.4885383975364,3.52,1.7,NA,NA,NA,83.2,2718,6.9,747023,596117,547180,681082,664761,624641,621311,669016,592206,53.57,NA,NA,NA,NA,NA,NA,NA,45,1,"Curveball",4,2,4,2,2,4,4,2,"Standard","Standard",68,0,0.062,NA,NA,NA,-0.062,NA,2,2,0.841,0.841,34,30,34,31,3,2,5,1,6,3,4.13,-0.92,0.92,26.5
"1791","CU",2024-06-16,80.4,-2.16,5.15,"Wheeler, Zack",663624,554430,"single","hit_into_play",NA,NA,NA,NA,13,"Ryan Mountcastle singles on a line drive to center fielder Brandon Marsh.","R","R","R","BAL","PHI","X",8,"line_drive",1,1,2024,0.94,-0.96,-0.08,1.37,NA,NA,NA,0,5,"Bot",107.12,65.5,NA,NA,NA,NA,2.86780211746489,-117.173754715058,0.0913060677583279,8.14749043761258,21.6205337513015,-41.2356817131751,3.66,1.83,279,92.3,15,81.7,2736,7,747023,596117,547180,681082,664761,624641,621311,669016,592206,53.46,0.909,0.86,0.9,1,1,0,4,44,3,"Curveball",4,2,4,2,2,4,4,2,"Standard","Standard",64,0.021,0.413,70.5,7.9,1.069,-0.413,92.3,2,2,0.82,0.82,34,27,34,27,3,2,5,1,6,2,4.47,-0.94,-0.94,25
"1792","FF",2024-06-16,95,-2.02,5.07,"Wheeler, Zack",663624,554430,"","swinging_strike",NA,NA,NA,NA,3,"Ryan Mountcastle singles on a line drive to center fielder Brandon Marsh.","R","R","R","BAL","PHI","S",NA,"",1,0,2024,-0.29,1.12,0.4,3.19,NA,NA,NA,0,5,"Bot",NA,NA,NA,NA,NA,NA,7.10548806631514,-138.214590026739,-1.83262338142767,-5.24600562819415,28.8725035448146,-17.5646795856188,3.66,1.83,NA,NA,NA,97,2449,7.3,747023,596117,547180,681082,664761,624641,621311,669016,592206,53.23,NA,NA,NA,NA,NA,NA,NA,44,2,"4-Seam Fastball",4,2,4,2,2,4,4,2,"Standard","Standard",224,0,-0.044,77.5,6.7,NA,0.044,NA,2,2,0.82,0.82,34,27,34,27,3,2,5,1,6,2,1.39,0.29,0.29,22
"1793","SI",2024-06-16,94.1,-2.04,5,"Wheeler, Zack",663624,554430,"","ball",NA,NA,NA,NA,13,"Ryan Mountcastle singles on a line drive to center fielder Brandon Marsh.","R","R","R","BAL","PHI","B",NA,"",0,0,2024,-1.51,0.45,-1.1,2.43,NA,NA,NA,0,5,"Bot",NA,NA,NA,NA,NA,NA,5.86376864171712,-136.99297215685,-1.9918513379133,-20.2582390187793,29.6598566387058,-26.2499183557306,3.66,1.81,NA,NA,NA,95.7,2157,7.1,747023,596117,547180,681082,664761,624641,621311,669016,592206,53.35,NA,NA,NA,NA,NA,NA,NA,44,1,"Sinker",4,2,4,2,2,4,4,2,"Standard","Standard",245,0,0.034,NA,NA,NA,-0.034,NA,2,2,0.82,0.82,34,27,34,27,3,2,5,1,6,2,2.12,1.51,1.51,22.8
"1794","FF",2024-06-16,95.6,-2.11,5.05,"Wheeler, Zack",668939,554430,"strikeout","swinging_strike",NA,NA,NA,NA,11,"Adley Rutschman strikes out swinging.","R","L","R","BAL","PHI","S",2,"",1,2,2024,-0.55,1.03,-0.38,3.73,NA,681297,602104,2,4,"Bot",NA,NA,NA,NA,NA,NA,5.90206401422334,-139.221818906021,-0.206127886361817,-8.47579036867169,29.6273705158048,-18.8554260369523,3.51,1.71,NA,NA,NA,97.3,2466,7.1,747023,596117,547180,681082,664761,624641,621311,669016,592206,53.41,NA,0,0,1,0,0,NA,36,4,"4-Seam Fastball",4,0,4,0,0,4,4,0,"Standard","Standard",236,-0.012,-0.301,59.2,4.9,NA,0.301,NA,4,4,0.917,0.917,34,26,34,26,3,2,5,1,6,2,1.45,0.55,-0.55,23.1
"1795","FS",2024-06-16,87.2,-2.01,5.02,"Wheeler, Zack",668939,554430,"","blocked_ball",NA,NA,NA,NA,13,"Adley Rutschman strikes out swinging.","R","L","R","BAL","PHI","B",NA,"",0,2,2024,-1,0.48,-1.04,0.52,NA,681297,602104,2,4,"Bot",NA,NA,NA,NA,NA,NA,4.46641449534719,-127.00624904676,-5.79995770149112,-11.6959983012171,23.4228861020168,-26.0804217928777,3.51,1.73,NA,NA,NA,89.2,1542,7.2,747023,596117,547180,681082,664761,624641,621311,669016,592206,53.26,NA,NA,NA,NA,NA,NA,NA,36,3,"Split-Finger",4,0,4,0,0,4,4,0,"Standard","Standard",234,0,0.005,NA,NA,NA,-0.005,NA,4,4,0.917,0.917,34,26,34,26,3,2,5,1,6,2,2.49,1,-1,22.7
"1796","ST",2024-06-16,84.3,-2.18,4.93,"Wheeler, Zack",668939,554430,"","foul",NA,NA,NA,NA,7,"Adley Rutschman strikes out swinging.","R","L","R","BAL","PHI","S",NA,"",0,1,2024,0.93,0.1,-0.31,1.83,NA,681297,602104,2,4,"Bot",NA,NA,NA,NA,NA,NA,2.55641864998859,-122.87275974707,-1.12960860267998,9.02221361319526,21.3684458708834,-31.1470220860816,3.51,1.71,191,70.5,51,86,2586,7,747023,596117,547180,681082,664761,624641,621311,669016,592206,53.5,NA,NA,NA,NA,NA,NA,NA,36,2,"Sweeper",4,0,4,0,0,4,4,0,"Standard","Standard",81,0,-0.073,66.5,6.8,NA,0.073,88,4,4,0.917,0.917,34,26,34,26,3,2,5,1,6,2,3.07,-0.93,0.93,23.4
"1797","FF",2024-06-16,94.9,-1.93,5.11,"Wheeler, Zack",668939,554430,"","called_strike",NA,NA,NA,NA,6,"Adley Rutschman strikes out swinging.","R","L","R","BAL","PHI","S",NA,"",0,0,2024,-0.31,1.11,0.35,2.42,NA,681297,602104,2,4,"Bot",NA,NA,NA,NA,NA,NA,6.80265123228141,-138.150387642107,-4.0107717521268,-5.25459497242379,25.9073783842263,-17.2271639779932,3.44,1.7,NA,NA,NA,97.5,2475,7.4,747023,596117,547180,681082,664761,624641,621311,669016,592206,53.12,NA,NA,NA,NA,NA,NA,NA,36,1,"4-Seam Fastball",4,0,4,0,0,4,4,0,"Standard","Standard",221,0,-0.077,NA,NA,NA,0.077,NA,4,4,0.917,0.917,34,26,34,26,3,2,5,1,6,2,1.39,0.31,-0.31,24.5
"1798","FC",2024-06-16,92.7,-2.07,5.03,"Wheeler, Zack",683002,554430,"field_out","hit_into_play",NA,NA,NA,NA,12,"Gunnar Henderson lines out to second baseman Bryson Stott.","R","L","R","BAL","PHI","X",4,"line_drive",0,1,2024,0.15,0.85,1.18,2.95,NA,681297,602104,1,4,"Bot",132.91,139.32,NA,NA,NA,NA,8.1224360623361,-134.888529674474,-1.43304389720946,0.1489451717467,27.2463221553651,-21.628400093704,3.74,1.81,155,66.5,17,94.5,2631,7.2,747023,596117,547180,681082,664761,624641,621311,669016,592206,53.31,0.46,0.414,0,1,0,0,2,35,2,"Cutter",4,0,4,0,0,4,4,0,"Standard","Standard",185,-0.012,-0.389,72.9,6.6,0.478,0.389,88,4,4,0.929,0.929,34,23,34,23,3,2,5,1,6,2,1.79,-0.15,0.15,23.7
"1799","FF",2024-06-16,95.3,-2.03,5.16,"Wheeler, Zack",683002,554430,"","called_strike",NA,NA,NA,NA,6,"Gunnar Henderson lines out to second baseman Bryson Stott.","R","L","R","BAL","PHI","S",NA,"",0,0,2024,-0.74,1.2,0.44,2.62,NA,681297,602104,1,4,"Bot",NA,NA,NA,NA,NA,NA,8.31114696395504,-138.635576210252,-3.82863668164027,-11.3414935957093,29.6361400836714,-15.9387660039161,3.74,1.76,2,NA,NA,97.2,2409,7.3,747023,596117,547180,681082,664761,624641,621311,669016,592206,53.23,NA,NA,NA,NA,NA,NA,NA,35,1,"4-Seam Fastball",4,0,4,0,0,4,4,0,"Standard","Standard",221,0,-0.075,NA,NA,NA,0.075,88,4,4,0.929,0.929,34,23,34,23,3,2,5,1,6,2,1.3,0.74,-0.74,25.4
"1800","SI",2024-06-16,95.9,-2.06,5.04,"Wheeler, Zack",602104,554430,"single","hit_into_play",NA,NA,NA,NA,7,"Ramón Urías singles on a ground ball to right fielder Nick Castellanos.   Colton Cowser to 2nd.","R","R","R","BAL","PHI","X",9,"ground_ball",0,0,2024,-1.2,0.45,-0.29,1.95,NA,NA,681297,1,4,"Bot",178.59,121.66,NA,NA,NA,NA,7.52049272786785,-139.504049982839,-3.65426465472263,-17.3171501854435,29.3339437459002,-25.7138212973787,3.18,1.49,86,95.6,3,97.7,2289,7.2,747023,596117,547180,681082,664761,624641,621311,669016,592206,53.3,0.52,0.507,0.9,1,1,0,4,34,1,"Sinker",4,0,4,0,0,4,4,0,"Standard","Standard",223,0.009,0.478,70.1,7.1,0.61,-0.478,95.6,4,4,0.92,0.92,34,30,34,30,2,1,5,1,6,2,2.02,1.2,1.2,23.9
"1801","FF",2024-06-16,95.8,-2,5.03,"Wheeler, Zack",681297,554430,"hit_by_pitch","hit_by_pitch",NA,NA,NA,NA,12,"Colton Cowser hit by pitch.","R","L","R","BAL","PHI","B",NA,"",0,0,2024,-0.33,0.97,1.87,3.36,NA,NA,NA,1,4,"Bot",NA,NA,NA,NA,NA,NA,11.1543871427717,-139.215946152315,-1.04306873218029,-6.59876143599091,27.5019309969467,-19.3917919443597,3.37,1.66,NA,NA,NA,97.8,2483,7.2,747023,596117,547180,681082,664761,624641,621311,669016,592206,53.28,NA,0.720192,0.7,1,0,0,NA,33,1,"4-Seam Fastball",4,0,4,0,0,4,4,0,"Standard","Standard",215,0.007,0.269,NA,NA,NA,-0.269,NA,4,4,0.913,0.913,34,24,34,24,2,1,5,1,6,2,1.49,0.33,-0.33,25.1
"1802","CU",2024-06-16,82.4,-2.04,5.24,"Wheeler, Zack",656775,554430,"field_out","hit_into_play",NA,NA,NA,NA,5,"Cedric Mullins flies out to left fielder David Dahl.","R","L","R","BAL","PHI","X",7,"fly_ball",1,2,2024,1.22,-0.86,-0.2,2.3,NA,NA,NA,0,4,"Bot",79.58,77.25,NA,NA,NA,NA,1.83525166651698,-119.949160625777,1.52761704503272,11.4374535097268,22.9771595617554,-40.9908847868433,3.31,1.5,323,88.8,33,83.2,2811,6.8,747023,596117,547180,681082,664761,624641,621311,669016,592206,53.71,0.029,0.036,0,1,0,0,3,32,4,"Curveball",4,0,4,0,0,4,4,0,"Standard","Standard",61,-0.006,-0.167,75,6.9,0.065,0.167,88.8,4,4,0.919,0.919,34,29,34,30,2,1,5,1,6,2,4.21,-1.22,1.22,23.8
"1803","FS",2024-06-16,87.8,-1.95,5.13,"Wheeler, Zack",656775,554430,"","ball",NA,NA,NA,NA,13,"Cedric Mullins flies out to left fielder David Dahl.","R","L","R","BAL","PHI","B",NA,"",0,2,2024,-0.85,0.32,-0.05,0,NA,NA,NA,0,4,"Bot",NA,NA,NA,NA,NA,NA,6.50074569774836,-127.638441011271,-7.09222865236192,-10.6538922996195,25.0775932597175,-27.4732045578268,3.31,1.59,NA,NA,NA,89.6,1424,7.3,747023,596117,547180,681082,664761,624641,621311,669016,592206,53.17,NA,NA,NA,NA,NA,NA,NA,32,3,"Split-Finger",4,0,4,0,0,4,4,0,"Standard","Standard",232,0,0.021,NA,NA,NA,-0.021,NA,4,4,0.919,0.919,34,29,34,30,2,1,5,1,6,2,2.63,0.85,-0.85,24.9
"1804","FF",2024-06-16,95.6,-1.98,5.07,"Wheeler, Zack",656775,554430,"","swinging_strike",NA,NA,NA,NA,3,"Cedric Mullins flies out to left fielder David Dahl.","R","L","R","BAL","PHI","S",NA,"",0,1,2024,-0.62,1.36,0.68,3.36,NA,NA,NA,0,4,"Bot",NA,NA,NA,NA,NA,NA,8.55966363763089,-139.029159568549,-2.00581608648557,-9.87762420042914,30.1320919104374,-14.2324474428256,3.31,1.5,NA,NA,NA,97.5,2431,7.3,747023,596117,547180,681082,664761,624641,621311,669016,592206,53.19,NA,NA,NA,NA,NA,NA,NA,32,2,"4-Seam Fastball",4,0,4,0,0,4,4,0,"Standard","Standard",219,0,-0.049,71.5,6.6,NA,0.049,NA,4,4,0.919,0.919,34,29,34,30,2,1,5,1,6,2,1.13,0.62,-0.62,25.6
"1805","ST",2024-06-16,84.9,-2.3,5.11,"Wheeler, Zack",656775,554430,"","called_strike",NA,NA,NA,NA,7,"Cedric Mullins flies out to left fielder David Dahl.","R","L","R","BAL","PHI","S",NA,"",0,0,2024,0.83,0.29,-0.71,1.63,NA,NA,NA,0,4,"Bot",NA,NA,NA,NA,NA,NA,2.08155541223009,-123.725201661852,-2.41277650369724,8.0606815280651,25.0476809368724,-28.9580365981367,3.31,1.48,NA,NA,NA,86.1,2608,7,747023,596117,547180,681082,664761,624641,621311,669016,592206,53.51,NA,NA,NA,NA,NA,NA,NA,32,1,"Sweeper",4,0,4,0,0,4,4,0,"Standard","Standard",81,0,-0.033,NA,NA,NA,0.033,NA,4,4,0.919,0.919,34,29,34,30,2,1,5,1,6,2,2.87,-0.83,0.83,21.6
"1806","SI",2024-06-16,95.8,-2.06,5.02,"Wheeler, Zack",676059,554430,"field_out","hit_into_play",NA,NA,NA,NA,13,"Jordan Westburg grounds out, third baseman Alec Bohm to first baseman Bryce Harper.","R","R","R","BAL","PHI","X",5,"ground_ball",0,0,2024,-1.33,0.23,-1.02,2.23,NA,NA,656811,2,3,"Bot",106.51,175.97,NA,NA,NA,NA,5.86554652063308,-139.475915356018,-2.3138037902822,-18.642170898233,30.8259821177236,-28.8444697472141,3.48,1.6,3,82.3,-34,97.4,2302,7.1,747023,596117,547180,681082,664761,624641,621311,669016,592206,53.37,0.057,0.069,0,1,0,0,2,27,1,"Sinker",4,0,4,0,0,4,4,0,"Standard","Standard",226,-0.008,-0.228,64.3,6.2,0.058,0.228,88,4,4,0.894,0.894,34,25,34,25,2,1,5,1,6,2,2.25,1.33,1.33,22.1
"1807","FF",2024-06-16,95.7,-2.06,5.05,"Wheeler, Zack",623993,554430,"field_out","hit_into_play",NA,NA,NA,NA,3,"Anthony Santander flies out to second baseman Bryson Stott.","R","L","R","BAL","PHI","X",4,"fly_ball",1,1,2024,-0.51,1.15,0.79,3.44,NA,NA,656811,1,3,"Bot",133.73,127.31,NA,NA,NA,NA,8.83389741755525,-139.219433307829,-1.32234260200259,-8.37321542920337,27.2916841518857,-17.025430631009,3.41,1.62,184,72.8,55,98,2549,7.3,747023,596117,547180,681082,664761,624641,621311,669016,592206,53.18,0.086,0.096,0,1,0,0,3,26,3,"4-Seam Fastball",4,0,4,0,0,4,4,0,"Standard","Standard",217,-0.009,-0.288,69.2,6.2,0.12,0.288,88,4,4,0.903,0.903,34,29,34,30,2,1,5,1,6,2,1.32,0.51,-0.51,24.3
"1808","FF",2024-06-16,95,-2,5.11,"Wheeler, Zack",623993,554430,"","foul",NA,NA,NA,NA,14,"Anthony Santander flies out to second baseman Bryson Stott.","R","L","R","BAL","PHI","S",NA,"",1,0,2024,-0.29,1,1.26,2.46,NA,NA,656811,1,3,"Bot",NA,NA,NA,NA,NA,NA,9.37079607440158,-138.183132369243,-3.62211007274,-5.5910806120821,27.4157135706111,-18.7505501311353,3.41,1.62,9,95.5,-17,97.3,2539,7.4,747023,596117,547180,681082,664761,624641,621311,669016,592206,53.12,NA,NA,NA,NA,NA,NA,NA,26,2,"4-Seam Fastball",4,0,4,0,0,4,4,0,"Standard","Standard",214,0,-0.056,77.4,7.5,NA,0.056,95.5,4,4,0.903,0.903,34,29,34,30,2,1,5,1,6,2,1.51,0.29,-0.29,24.2
"1809","CU",2024-06-16,81.5,-2.04,5.21,"Wheeler, Zack",623993,554430,"","ball",NA,NA,NA,NA,13,"Anthony Santander flies out to second baseman Bryson Stott.","R","L","R","BAL","PHI","B",NA,"",0,0,2024,0.95,-0.92,-0.64,1.18,NA,NA,656811,1,3,"Bot",NA,NA,NA,NA,NA,NA,1.32762792765082,-118.807052262886,-0.753975889695078,8.7666436012373,21.5780152475867,-40.9654375258112,3.22,1.51,NA,NA,NA,82.8,2814,6.9,747023,596117,547180,681082,664761,624641,621311,669016,592206,53.59,NA,NA,NA,NA,NA,NA,NA,26,1,"Curveball",4,0,4,0,0,4,4,0,"Standard","Standard",57,0,0.043,NA,NA,NA,-0.043,NA,4,4,0.903,0.903,34,29,34,30,2,1,5,1,6,2,4.32,-0.95,0.95,25.3
"1810","CU",2024-06-16,82.5,-2.13,5.25,"Wheeler, Zack",656811,554430,"walk","ball",NA,NA,NA,NA,13,"Ryan O'Hearn walks.","R","L","R","BAL","PHI","B",NA,"",3,2,2024,0.82,-0.98,-0.57,1.33,NA,NA,NA,1,3,"Bot",NA,NA,NA,NA,NA,NA,1.97199855715083,-120.248118363692,-0.572188032120827,7.66335922005819,21.9007230059421,-41.7843313826988,3.52,1.68,NA,NA,NA,84,2832,7,747023,596117,547180,681082,664761,624641,621311,669016,592206,53.47,NA,0.689131,0.7,1,0,0,NA,25,6,"Curveball",4,0,4,0,0,4,4,0,"Strategic","Standard",60,0.008,0.22,NA,NA,NA,-0.22,NA,4,4,0.895,0.895,34,30,34,31,2,1,5,1,6,3,4.3,-0.82,0.82,25.7
"1811","FC",2024-06-16,91.8,-2.23,4.94,"Wheeler, Zack",656811,554430,"","ball",NA,NA,NA,NA,12,"Ryan O'Hearn walks.","R","L","R","BAL","PHI","B",NA,"",2,2,2024,0.39,0.49,1.62,3.36,NA,NA,NA,1,3,"Bot",NA,NA,NA,NA,NA,NA,9.05694502117479,-133.472789508909,0.782256922977633,2.89745380123909,25.9407014323825,-26.6518418936234,3.52,1.73,NA,NA,NA,93.5,2579,7.1,747023,596117,547180,681082,664761,624641,621311,669016,592206,53.36,NA,NA,NA,NA,NA,NA,NA,25,5,"Cutter",4,0,4,0,0,4,4,0,"Strategic","Standard",150,0,0.068,NA,NA,NA,-0.068,NA,4,4,0.895,0.895,34,30,34,31,2,1,5,1,6,3,2.2,-0.39,0.39,22.1
"1812","FF",2024-06-16,95.6,-2.07,5.14,"Wheeler, Zack",656811,554430,"","foul_tip",NA,NA,NA,NA,1,"Ryan O'Hearn walks.","R","L","R","BAL","PHI","S",NA,"",2,1,2024,-0.45,1.23,-0.74,3.32,NA,NA,NA,1,3,"Bot",NA,NA,NA,NA,NA,NA,4.6115821585499,-139.329375768737,-2.04671287348069,-6.87271562974149,28.4285124883503,-15.8089593464167,3.52,1.68,NA,NA,NA,97.9,2509,7.3,747023,596117,547180,681082,664761,624641,621311,669016,592206,53.19,NA,NA,NA,NA,NA,NA,NA,25,4,"4-Seam Fastball",4,0,4,0,0,4,4,0,"Standard","Standard",222,0,-0.049,71.1,5.9,NA,0.049,NA,4,4,0.895,0.895,34,30,34,31,2,1,5,1,6,3,1.24,0.45,-0.45,26
"1813","CU",2024-06-16,82.4,-2.23,5.14,"Wheeler, Zack",656811,554430,"","ball",NA,NA,NA,NA,13,"Ryan O'Hearn walks.","R","L","R","BAL","PHI","B",NA,"",1,1,2024,1.03,-1.06,-1.24,1.18,NA,NA,NA,1,3,"Bot",NA,NA,NA,NA,NA,NA,0.263777342710311,-120.012661667651,-0.426896525346826,9.89121165598792,22.62041586519,-42.5486361079349,3.52,1.76,NA,NA,NA,83.6,2832,7,747023,596117,547180,681082,664761,624641,621311,669016,592206,53.54,NA,NA,NA,NA,NA,NA,NA,25,3,"Curveball",4,0,4,0,0,4,4,0,"Standard","Standard",70,0,0.037,NA,NA,NA,-0.037,NA,4,4,0.895,0.895,34,30,34,31,2,1,5,1,6,3,4.4,-1.03,1.03,26.7
